STOCK	VALUE	DAY	TIME
ILC	853	7	1166	
ILC	996	8	1237	
ILC	693	4	1212	
ILC	290	4	1516	
ILC	862	9	1595	
ILC	645	13	1127	
ILC	818	11	1622	
ILC	686	12	1541	
ILC	368	9	1011	
ILC	202	9	1659	
ILC	509	14	1305	
ILC	764	10	1430	
ILC	171	9	1418	
ILC	207	11	1576	
ILC	259	9	1358	
ILC	275	14	1650	
ILC	893	2	1180	
ILC	494	6	1571	
ILC	174	13	1684	
ILC	295	10	1585	
ILC	498	11	1614	
ILC	103	7	1049	
ILC	710	3	1536	
ILC	191	13	1129	
ILC	801	13	1569	
ILC	374	7	1196	
ILC	504	13	1362	
ILC	815	12	1412	
ILC	369	7	1092	
ILC	264	5	1632	
ILC	869	1	1161	
ILC	915	13	1455	
ILC	242	6	1281	
ILC	415	9	1074	
ILC	289	12	1268	
ILC	442	7	1139	
ILC	521	6	1037	
ILC	780	2	1036	
ILC	188	8	977	
ILC	548	2	942	
ILC	345	4	1042	
ILC	805	11	1651	
ILC	130	4	1113	
ILC	771	4	1456	
ILC	655	8	1167	
ILC	320	10	1444	
ILC	198	7	1620	
ILC	463	2	1175	
ILC	46	8	1520	
ILC	683	14	1100	
ILC	824	12	1491	
ILC	250	12	1221	
ILC	497	4	1179	
ILC	559	5	1048	
ILC	345	13	1333	
ILC	373	10	1133	
ILC	300	7	1635	
ILC	346	9	1581	
ILC	328	3	987	
ILC	332	3	1554	
ILC	340	5	1522	
ILC	223	5	1275	
ILC	894	14	1338	
ILC	315	11	1291	
ILC	619	2	1280	
ILC	375	11	1643	
ILC	26	4	1352	
ILC	248	8	1132	
ILC	102	13	1242	
ILC	493	14	1111	
ILC	690	6	1522	
ILC	37	9	1664	
ILC	56	4	1641	
ILC	160	6	1018	
ILC	275	4	940	
ILC	618	2	1026	
ILC	948	1	1171	
ILC	462	3	1297	
ILC	340	10	1183	
ILC	629	12	1116	
ILC	11	10	951	
ILC	29	14	1098	
ILC	651	4	1534	
ILC	374	1	1283	
ILC	476	5	1071	
ILC	21	14	998	
ILC	98	12	952	
ILC	290	1	1335	
ILC	379	3	1562	
ILC	692	4	1225	
ILC	562	8	1566	
ILC	765	13	1018	
ILC	805	11	1468	
ILC	295	14	1318	
ILC	549	1	1394	
ILC	186	3	1582	
ILC	580	13	1673	
ILC	195	7	1318	
ILC	559	6	1024	
ILC	212	6	951	
ILC	925	6	1586	
ILC	111	12	1209	
ILC	520	2	1326	
ILC	211	7	1258	
ILC	61	3	943	
ILC	62	3	1465	
ILC	114	12	1228	
ILC	602	13	1396	
ILC	551	7	1413	
ILC	456	1	1220	
ILC	946	6	1469	
ILC	314	2	1562	
ILC	743	2	1201	
ILC	884	4	1610	
ILC	393	10	1601	
ILC	900	8	1002	
ILC	990	9	1117	
ILC	198	14	1502	
ILC	811	4	1022	
ILC	210	9	1231	
ILC	523	6	1656	
ILC	593	13	1543	
ILC	624	13	982	
ILC	421	2	1281	
ILC	716	10	1288	
ILC	58	9	1154	
ILC	630	11	1074	
ILC	733	14	1479	
ILC	998	10	1215	
ILC	985	4	996	
ILC	904	10	1298	
ILC	681	6	1389	
ILC	426	3	1398	
ILC	96	14	1101	
ILC	902	1	1132	
ILC	623	8	1352	
ILC	321	8	1679	
ILC	825	10	1022	
ILC	22	11	1389	
ILC	895	3	952	
ILC	904	11	1694	
ILC	713	13	1226	
ILC	355	10	1416	
ILC	571	14	1451	
ILC	246	4	1090	
ILC	491	8	1156	
ILC	207	11	1568	
ILC	103	2	1277	
ILC	375	8	1008	
ILC	274	5	1471	
ILC	290	11	960	
ILC	383	3	1591	
ILC	709	5	1352	
ILC	329	13	1684	
ILC	664	1	1246	
ILC	150	7	1624	
ILC	404	9	1196	
ILC	214	1	1182	
ILC	593	11	1361	
ILC	979	5	1399	
ILC	356	14	1516	
ILC	628	3	1308	
ILC	756	4	1388	
ILC	324	4	1454	
ILC	706	2	1058	
ILC	524	8	1174	
ILC	839	2	1606	
ILC	252	3	945	
ILC	307	3	1442	
ILC	26	12	931	
ILC	21	4	974	
ILC	479	2	1566	
ILC	270	14	1463	
ILC	29	9	1606	
ILC	45	1	1443	
ILC	283	1	1286	
ILC	233	6	1666	
ILC	821	10	1377	
ILC	713	10	1221	
ILC	719	2	974	
ILC	833	3	1633	
ILC	907	5	1383	
ILC	481	12	1039	
ILC	543	11	1325	
ILC	860	1	1153	
ILC	97	10	1294	
ILC	839	14	1520	
ILC	773	9	1481	
ILC	829	6	1124	
ILC	320	3	1336	
ILC	224	4	1048	
ILC	334	5	996	
ILC	560	10	1560	
ILC	658	7	1192	
ILC	389	9	1034	
ILC	739	8	1519	
ILC	952	6	1350	
ILC	866	6	1357	
ILC	733	11	1555	
ILC	297	7	1068	
ILC	583	6	1589	
ILC	612	10	1471	
ILC	301	4	1653	
ILC	199	3	978	
ILC	55	13	1660	
ILC	631	4	1438	
ILC	929	5	1285	
ILC	183	3	1472	
ILC	648	11	1524	
ILC	41	4	962	
ILC	78	1	1058	
ILC	31	2	1591	
ILC	88	9	1476	
ILC	449	5	1126	
ILC	376	9	1401	
ILC	9	9	1290	
ILC	163	13	1307	
ILC	396	2	1426	
ILC	482	12	1276	
ILC	531	4	1506	
ILC	580	7	1449	
ILC	571	7	1061	
ILC	121	8	1644	
ILC	225	9	1206	
ILC	542	7	1548	
ILC	180	2	1083	
ILC	597	12	1474	
ILC	26	10	1601	
ILC	770	2	1123	
ILC	843	10	968	
ILC	699	12	1123	
ILC	920	11	1163	
ILC	120	2	1326	
ILC	315	1	1251	
ILC	705	9	1604	
ILC	345	11	1576	
ILC	585	8	1360	
ILC	635	6	1007	
ILC	115	5	1516	
ILC	673	14	1637	
ILC	630	10	1553	
ILC	221	5	1698	
ILC	36	1	1192	
ILC	320	3	1656	
ILC	522	3	1442	
ILC	18	5	1173	
ILC	814	5	1514	
ILC	793	1	1150	
ILC	788	7	1348	
ILC	561	5	1369	
ILC	363	12	1333	
ILC	490	4	1598	
ILC	234	14	1069	
ILC	995	8	1067	
ILC	717	6	1100	
ILC	378	14	1632	
ILC	440	3	1430	
ILC	935	12	1188	
ILC	891	8	1427	
ILC	359	4	1104	
ILC	336	9	1644	
ILC	804	5	930	
ILC	122	1	1041	
ILC	969	12	984	
ILC	381	10	1547	
ILC	779	12	1398	
ILC	791	12	1336	
ILC	438	8	1021	
ILC	73	1	1299	
ILC	93	6	1218	
ILC	887	10	1019	
ILC	526	10	1172	
ILC	791	9	1059	
ILC	155	6	1092	
ILC	656	4	1381	
ILC	817	5	1514	
ILC	656	9	1270	
ILC	704	8	1233	
ILC	38	1	1624	
ILC	600	6	1624	
ILC	233	1	1520	
ILC	737	4	1099	
ILC	883	8	1028	
ILC	624	11	980	
ILC	954	6	942	
ILC	310	9	1234	
ILC	349	3	1172	
ILC	949	8	1104	
ILC	47	1	1439	
ILC	532	7	1136	
ILC	482	1	1443	
ILC	951	4	1381	
ILC	26	3	1255	
ILC	546	3	1024	
ILC	200	11	1046	
ILC	368	7	1016	
ILC	829	4	936	
ILC	813	6	1062	
ILC	476	12	1017	
ILC	170	4	1020	
ILC	426	12	1511	
ILC	131	5	1039	
ILC	810	6	1387	
ILC	256	9	1295	
ILC	59	5	1544	
ILC	158	9	1349	
ILC	88	9	1142	
ILC	504	2	1417	
ILC	831	8	936	
ILC	387	9	1467	
ILC	926	2	1243	
ILC	965	7	1006	
ILC	957	5	1695	
ILC	787	12	1250	
ILC	795	13	1110	
ILC	937	9	1590	
ILC	521	8	1455	
ILC	615	10	947	
ILC	887	7	1011	
ILC	385	13	1538	
ILC	76	5	1195	
ILC	441	8	1416	
ILC	152	1	1416	
ILC	514	8	1369	
ILC	792	7	1521	
ILC	904	3	1065	
ILC	218	3	1161	
ILC	999	10	1665	
ILC	343	13	1167	
ILC	163	9	1600	
ILC	627	1	1362	
ILC	162	14	1339	
ILC	897	8	1487	
ILC	363	5	1647	
ILC	531	8	1564	
ILC	461	11	1084	
ILC	310	4	1242	
ILC	883	10	1168	
ILC	123	3	1663	
ILC	141	2	1648	
ILC	43	1	1357	
ILC	472	11	1255	
ILC	677	12	1572	
ILC	52	10	1532	
ILC	101	11	1608	
ILC	621	1	1210	
ILC	548	1	1150	
ILC	560	4	1335	
ILC	834	4	1630	
ILC	696	7	1652	
ILC	810	11	1086	
ILC	408	2	967	
ILC	213	6	1316	
ILC	94	2	1697	
ILC	846	2	1314	
ILC	700	6	1527	
ILC	561	6	1083	
ILC	364	2	985	
ILC	108	1	1196	
ILC	855	13	1337	
ILC	767	5	1308	
ILC	472	5	1694	
ILC	130	1	1211	
ILC	794	9	1643	
ILC	110	5	1093	
ILC	325	11	1421	
ILC	900	4	1090	
ILC	146	3	1182	
ILC	381	14	1470	
ILC	728	1	994	
ILC	49	14	1394	
ILC	382	13	1558	
ILC	920	7	1193	
ILC	622	6	1093	
ILC	974	5	938	
ILC	79	12	1558	
ILC	836	13	1693	
ILC	233	6	945	
ILC	111	4	1259	
ILC	22	12	1178	
ILC	942	4	1575	
ILC	840	5	1684	
ILC	685	1	1078	
ILC	127	13	1682	
ILC	976	8	1184	
ILC	362	1	1508	
ILC	702	13	1245	
ILC	994	5	1166	
ILC	602	4	1631	
ILC	634	10	1214	
ILC	943	6	1245	
ILC	18	7	1635	
ILC	328	3	1610	
ILC	721	9	1449	
ILC	991	5	1097	
ILC	249	7	1637	
ILC	536	9	1404	
ILC	34	14	1176	
ILC	43	11	1662	
ILC	226	12	1557	
ILC	30	3	1077	
ILC	939	8	992	
ILC	338	11	1159	
ILC	425	3	1072	
ILC	543	5	1198	
ILC	102	4	1395	
ILC	181	9	1520	
ILC	333	8	1101	
ILC	74	14	1693	
ILC	232	4	1621	
ILC	546	1	1597	
ILC	241	7	1184	
ILC	593	13	983	
ILC	571	4	1294	
ILC	19	4	1482	
ILC	631	4	1031	
ILC	52	7	1440	
ILC	420	9	1484	
ILC	12	10	1553	
ILC	146	2	1577	
ILC	177	7	1375	
ILC	328	14	958	
ILC	55	14	1639	
ILC	684	11	1485	
ILC	937	10	1319	
ILC	243	14	1308	
ILC	569	3	1238	
ILC	731	9	1268	
ILC	483	4	1342	
ILC	303	9	956	
ILC	979	12	1354	
ILC	698	9	1448	
ILC	681	7	1148	
ILC	982	14	1605	
ILC	310	10	1573	
ILC	643	5	1320	
ILC	801	6	1312	
ILC	966	4	1673	
ILC	470	6	1499	
ILC	386	11	1392	
ILC	945	9	1587	
ILC	132	11	1667	
ILC	185	9	1269	
ILC	697	1	1064	
ILC	959	2	949	
ILC	708	1	1478	
ILC	854	11	1212	
ILC	606	14	1582	
ILC	945	1	1603	
ILC	322	8	1280	
ILC	599	8	956	
ILC	235	5	1532	
ILC	993	12	1496	
ILC	648	2	1557	
ILC	445	10	1654	
ILC	40	1	1405	
ILC	831	2	1341	
ILC	950	4	1000	
ILC	566	10	1642	
ILC	442	9	1219	
ILC	318	9	981	
ILC	454	5	1202	
ILC	267	3	1628	
ILC	157	9	1395	
ILC	668	4	1328	
ILC	268	14	998	
ILC	597	13	1402	
ILC	177	4	1231	
ILC	972	4	1228	
ILC	735	1	1496	
ILC	288	8	1575	
ILC	856	3	1504	
ILC	728	9	1554	
ILC	369	6	1144	
ILC	194	7	1328	
ILC	882	13	1357	
ILC	141	9	1627	
ILC	262	5	1336	
ILC	131	12	984	
ILC	413	14	1548	
ILC	149	6	1686	
ILC	937	7	958	
ILC	731	5	1506	
ILC	962	12	968	
ILC	841	2	1512	
ILC	532	8	933	
ILC	791	2	942	
ILC	171	11	1637	
ILC	618	12	1244	
ILC	701	8	1548	
ILC	578	11	1148	
ILC	287	11	1168	
ILC	279	12	1576	
ILC	822	12	1218	
ILC	74	9	1479	
ILC	139	1	1685	
ILC	284	4	1590	
ILC	824	14	1513	
ILC	219	8	1137	
ILC	595	12	1683	
ILC	250	14	1255	
ILC	907	6	1267	
ILC	706	6	1209	
ILC	530	7	1403	
ILC	309	1	1595	
ILC	237	2	1415	
ILC	633	14	1138	
ILC	919	2	996	
ILC	795	9	1394	
ILC	391	4	1000	
ILC	401	2	1668	
ILC	410	5	1379	
ILC	76	4	930	
ILC	409	3	1669	
ILC	92	12	1476	
ILC	964	6	1085	
ILC	279	13	1117	
ILC	825	12	1119	
ILC	212	6	1027	
ILC	619	6	1157	
ILC	185	7	1508	
ILC	487	1	1528	
ILC	812	2	1456	
ILC	876	1	1320	
ILC	784	12	1560	
ILC	46	11	1186	
ILC	798	12	1256	
ILC	46	2	1510	
ILC	892	9	1141	
ILC	714	8	1432	
ILC	386	9	1444	
ILC	157	13	1036	
ILC	654	10	1163	
ILC	583	2	1335	
ILC	473	1	1558	
ILC	71	13	1576	
ILC	175	1	1256	
ILC	573	6	960	
ILC	748	12	1674	
ILC	651	11	936	
ILC	955	10	974	
ILC	778	4	1291	
ILC	968	11	1413	
ILC	601	6	1493	
ILC	365	5	1652	
ILC	351	3	1668	
ILC	244	3	1077	
ILC	40	8	1607	
ILC	564	8	1137	
ILC	747	8	1456	
ILC	209	1	1404	
ILC	851	1	1407	
ILC	161	12	1292	
ILC	667	5	1273	
ILC	967	8	1436	
ILC	125	1	1024	
ILC	623	11	1366	
ILC	260	4	1249	
ILC	362	9	1253	
ILC	977	6	1589	
ILC	384	12	1373	
ILC	404	9	1270	
ILC	911	10	1539	
ILC	125	6	1339	
ILC	62	14	1380	
ILC	197	2	1520	
ILC	319	12	1634	
ILC	883	12	1431	
ILC	182	9	941	
ILC	680	8	1060	
ILC	31	10	1026	
ILC	187	5	1186	
ILC	646	7	979	
ILC	814	14	1041	
ILC	855	1	1165	
ILC	852	2	1302	
ILC	873	4	1422	
ILC	882	6	1670	
ILC	916	3	1337	
ILC	260	12	1398	
ILC	658	2	1611	
ILC	40	14	1214	
ILC	255	2	1302	
ILC	464	8	1620	
ILC	334	7	970	
ILC	551	2	1552	
ILC	958	11	998	
ILC	897	11	969	
ILC	627	7	1480	
ILC	228	8	1467	
ILC	677	13	1589	
ILC	77	6	1053	
ILC	550	11	1587	
ILC	289	3	1642	
ILC	854	7	1010	
ILC	310	4	1528	
ILC	288	10	1164	
ILC	389	6	1390	
ILC	933	3	1017	
ILC	386	8	976	
ILC	144	11	1551	
ILC	955	13	1146	
ILC	727	8	1090	
ILC	105	8	1585	
ILC	900	4	1050	
ILC	409	14	1565	
ILC	45	9	1040	
ILC	835	3	1041	
ILC	228	1	1539	
ILC	574	4	1552	
ILC	415	7	931	
ILC	128	12	1127	
ILC	751	2	1656	
ILC	258	6	1501	
ILC	392	3	1504	
ILC	926	10	937	
ILC	692	1	1343	
ILC	86	12	1250	
ILC	722	9	1620	
ILC	793	14	1311	
ILC	681	4	1013	
ILC	625	5	1688	
ILC	859	7	999	
ILC	213	3	1143	
ILC	257	14	1597	
ILC	1	12	1518	
ILC	35	3	1039	
ILC	366	10	1164	
ILC	383	7	1583	
ILC	455	11	996	
ILC	532	1	989	
ILC	193	12	1566	
ILC	394	12	1402	
ILC	862	12	961	
ILC	421	1	1669	
ILC	970	8	1488	
ILC	356	8	1672	
ILC	904	3	1094	
ILC	450	13	1559	
ILC	938	9	1366	
ILC	663	3	1440	
ILC	39	7	1012	
ILC	193	13	1669	
ILC	594	7	1207	
ILC	219	10	1121	
ILC	460	6	1366	
ILC	960	4	1331	
ILC	414	2	1278	
ILC	622	13	1061	
ILC	28	10	1067	
ILC	423	10	1362	
ILC	488	14	1109	
ILC	286	13	1369	
ILC	956	10	1138	
ILC	431	5	1085	
ILC	966	14	1574	
ILC	1	14	1187	
ILC	847	10	1572	
ILC	593	6	1575	
ILC	620	12	1081	
ILC	819	7	1543	
ILC	6	5	1015	
ILC	89	14	1521	
ILC	182	5	1527	
ILC	428	1	1682	
ILC	968	3	1491	
ILC	490	1	1359	
ILC	631	4	1410	
ILC	452	14	1192	
ILC	963	2	1485	
ILC	542	13	1185	
ILC	569	8	955	
ILC	85	9	1029	
ILC	279	10	1224	
ILC	747	5	1352	
ILC	145	1	1451	
ILC	930	2	1491	
ILC	348	9	1105	
ILC	527	14	1410	
ILC	810	8	1150	
ILC	506	3	1232	
ILC	474	6	1470	
ILC	920	2	1274	
ILC	412	3	1235	
ILC	623	2	942	
ILC	704	4	1321	
ILC	620	7	1476	
ILC	373	8	1199	
ILC	527	13	1132	
ILC	957	1	1149	
ILC	3	11	1403	
ILC	200	3	1269	
ILC	836	12	1452	
ILC	719	4	1305	
ILC	747	1	1275	
ILC	349	11	1343	
ILC	211	8	1604	
ILC	104	7	1566	
ILC	379	10	939	
ILC	205	2	1059	
ILC	265	12	1407	
ILC	817	7	1155	
ILC	714	8	1563	
ILC	477	10	1344	
ILC	383	8	1096	
ILC	899	3	937	
ILC	169	10	1074	
ILC	841	10	995	
ILC	983	3	1026	
ILC	402	10	1181	
ILC	346	14	1681	
ILC	321	13	1288	
ILC	801	14	1311	
ILC	425	4	1630	
ILC	324	10	1010	
ILC	402	9	1002	
ILC	800	14	1531	
ILC	140	5	1453	
ILC	229	14	1492	
ILC	875	10	1546	
ILC	475	7	1066	
ILC	311	3	979	
ILC	300	11	1474	
ILC	998	12	1685	
ILC	407	11	1216	
ILC	708	7	1336	
ILC	251	7	1534	
ILC	527	6	1250	
ILC	78	9	968	
ILC	562	11	1002	
ILC	342	12	1328	
ILC	243	6	1189	
ILC	801	13	1276	
ILC	169	10	1137	
ILC	104	9	1036	
ILC	707	13	1139	
ILC	597	13	988	
ILC	661	2	1496	
ILC	21	12	1190	
ILC	98	7	934	
ILC	574	9	1133	
ILC	952	13	998	
ILC	834	7	1039	
ILC	740	1	1638	
ILC	532	12	1336	
ILC	815	5	1137	
ILC	709	4	1111	
ILC	734	4	1091	
ILC	30	9	1134	
ILC	541	3	1649	
ILC	863	7	943	
ILC	471	1	996	
ILC	956	11	1239	
ILC	775	9	1144	
ILC	208	3	998	
ILC	378	1	1089	
ILC	712	10	1205	
ILC	463	10	1027	
ILC	156	1	1029	
ILC	306	9	1553	
ILC	756	14	1131	
ILC	287	11	1084	
ILC	421	5	1366	
ILC	396	7	1393	
ILC	662	9	1067	
ILC	323	7	1417	
ILC	243	11	1416	
ILC	580	6	971	
ILC	433	5	952	
ILC	542	5	1467	
ILC	565	10	1133	
ILC	234	14	1540	
ILC	779	14	1522	
ILC	319	14	1036	
ILC	30	1	942	
ILC	444	10	1029	
ILC	376	5	1503	
ILC	816	2	1158	
ILC	936	13	1695	
ILC	766	8	1009	
ILC	846	13	1511	
ILC	195	6	1055	
ILC	845	13	1247	
ILC	192	1	1010	
ILC	729	8	1326	
ILC	944	4	1495	
ILC	935	5	1210	
ILC	132	2	1516	
ILC	277	4	1589	
ILC	246	14	1061	
ILC	63	9	1479	
ILC	763	14	1504	
ILC	792	13	1442	
ILC	851	9	960	
ILC	54	5	1442	
ILC	61	9	1333	
ILC	915	13	1577	
ILC	858	11	1120	
ILC	471	10	1392	
ILC	903	9	1178	
ILC	416	12	1635	
ILC	575	14	1578	
ILC	50	12	998	
ILC	901	7	1107	
ILC	449	7	1697	
ILC	878	1	1241	
ILC	632	10	1529	
ILC	367	14	1594	
ILC	337	6	1199	
ILC	478	4	1575	
ILC	838	1	948	
ILC	700	4	1286	
ILC	258	6	1174	
ILC	76	5	1083	
ILC	345	12	1091	
ILC	513	10	1596	
ILC	962	11	1623	
ILC	908	8	987	
ILC	201	12	1043	
ILC	836	2	1682	
ILC	778	1	1028	
ILC	370	5	1171	
ILC	813	9	1145	
ILC	899	2	1150	
ILC	198	13	1062	
ILC	481	4	1395	
ILC	528	13	1163	
ILC	535	4	1166	
ILC	517	3	1594	
ILC	225	3	1674	
ILC	561	13	1502	
ILC	381	13	1166	
ILC	257	2	1617	
ILC	958	5	1232	
ILC	668	13	958	
ILC	273	6	1250	
ILC	368	7	1495	
ILC	585	2	1676	
ILC	12	14	1068	
ILC	982	4	1329	
ILC	695	5	946	
ILC	987	3	1012	
ILC	278	13	1579	
ILC	542	12	1654	
ILC	857	6	1544	
ILC	5	5	1409	
ILC	497	3	1298	
ILC	16	6	1134	
ILC	31	8	1431	
ILC	898	6	1380	
ILC	737	13	963	
ILC	44	14	1352	
ILC	186	12	944	
ILC	978	1	1029	
ILC	38	12	1208	
ILC	281	10	1462	
ILC	907	11	1020	
ILC	446	1	1503	
ILC	430	7	989	
ILC	97	5	1682	
ILC	387	5	1552	
ILC	145	11	1170	
ILC	188	11	1542	
ILC	53	12	1350	
ILC	418	11	1362	
ILC	951	9	1291	
ILC	644	9	1459	
ILC	582	1	1660	
ILC	70	14	1404	
ILC	835	3	1448	
ILC	861	11	1421	
ILC	562	1	1490	
ILC	924	1	1121	
ILC	225	12	1115	
ILC	724	12	1273	
ILC	998	8	1593	
ILC	614	4	1012	
ILC	224	13	1440	
ILC	124	13	1074	
ILC	63	11	1034	
ILC	657	12	1304	
ILC	646	11	997	
ILC	227	11	1456	
ILC	430	5	1308	
ILC	390	6	1422	
ILC	143	13	1306	
ILC	689	4	1644	
ILC	936	1	986	
ILC	49	5	1293	
ILC	456	9	1236	
ILC	691	13	1101	
ILC	423	7	1359	
ILC	514	4	1632	
ILC	153	10	1143	
ILC	391	8	1084	
ILC	647	8	1117	
ILC	590	6	1136	
ILC	865	4	1672	
ILC	336	4	1447	
ILC	508	1	1403	
ILC	217	11	974	
ILC	324	1	1117	
ILC	390	10	1309	
ILC	778	12	1588	
ILC	992	14	1523	
ILC	196	14	1608	
ILC	384	5	966	
ILC	891	14	1221	
ILC	939	12	1645	
ILC	653	11	1462	
ILC	811	7	1078	
ILC	73	9	1639	
ILC	520	13	1054	
ILC	660	14	1540	
ILC	643	12	1013	
ILC	577	1	1192	
ILC	322	5	1683	
ILC	568	14	1041	
ILC	533	9	1480	
ILC	703	10	1206	
ILC	814	8	1599	
ILC	994	3	985	
ILC	948	10	1021	
ILC	627	6	1335	
ILC	184	14	1673	
ILC	8	12	1269	
ILC	747	6	1232	
ILC	429	1	997	
ILC	918	14	1612	
ILC	832	3	1131	
ILC	118	11	950	
ILC	989	8	1265	
ILC	771	6	1647	
ILC	573	13	933	
ILC	171	10	1475	
ILC	558	12	1556	
ILC	87	13	1235	
ILC	420	7	1471	
ILC	888	5	1167	
ILC	711	1	1038	
ILC	260	6	1617	
ILC	66	10	1664	
ILC	481	7	1271	
ILC	744	8	1331	
ILC	954	12	1218	
ILC	35	9	1483	
ILC	280	5	1455	
ILC	732	2	965	
ILC	958	9	1665	
ILC	929	6	1329	
ILC	629	1	1004	
ILC	871	2	1358	
ILC	88	7	1059	
ILC	509	12	1120	
ILC	199	5	1177	
ILC	340	13	1355	
ILC	941	4	1376	
ILC	467	11	1237	
ILC	347	5	1310	
ILC	778	10	1355	
ILC	33	4	1107	
ILC	945	6	1204	
ILC	505	14	1363	
ILC	920	1	1066	
ILC	764	9	1086	
ILC	207	3	1199	
ILC	807	6	1260	
ILC	88	4	1574	
ILC	469	1	1447	
ILC	839	3	1268	
ILC	346	6	1144	
ILC	249	1	994	
ILC	332	9	1086	
ILC	357	7	1609	
ILC	505	3	1110	
ILC	731	6	1114	
ILC	70	9	1555	
ILC	80	3	952	
ILC	651	1	1348	
ILC	303	1	1471	
ILC	122	1	951	
ILC	297	5	1402	
ILC	857	12	942	
ILC	171	14	1544	
ILC	464	6	1088	
ILC	374	4	1363	
ILC	521	6	1557	
ILC	3	13	1346	
ILC	567	6	1038	
ILC	279	4	1165	
ILC	916	11	1533	
ILC	949	4	1397	
ILC	605	14	1032	
ILC	825	10	1023	
ILC	810	6	1659	
ILC	761	10	1403	
ILC	168	7	1448	
ILC	553	2	1352	
ILC	7	13	1609	
ILC	715	7	1500	
ILC	518	2	1515	
ILC	198	1	1099	
ILC	3	7	933	
ILC	982	11	1479	
ILC	494	5	1258	
ILC	480	4	1221	
ILC	670	13	1399	
ILC	417	11	1181	
ILC	236	14	1513	
ILC	777	7	1119	
ILC	346	2	1616	
ILC	498	11	1483	
ILC	251	12	1194	
ILC	24	14	1529	
ILC	142	1	1098	
ILC	351	6	1598	
ILC	743	3	1152	
ILC	279	8	1310	
ILC	521	5	1100	
ILC	755	14	1553	
ILC	698	6	1515	
ILC	266	4	1589	
ILC	687	9	1474	
ILC	725	7	1423	
ILC	486	3	1682	
ILC	778	1	1288	
ILC	83	11	1170	
ILC	285	9	1077	
ILC	937	10	1431	
ILC	767	10	1524	
ILC	488	1	1307	
ILC	618	10	1367	
ILC	792	12	1255	
ILC	733	8	973	
ILC	422	9	1528	
ILC	353	5	1404	
ILC	724	11	1196	
ILC	924	11	1221	
ILC	371	5	1417	
ILC	580	14	1596	
ILC	47	4	1178	
ILC	836	4	1153	
ILC	165	5	1304	
ILC	283	8	1126	
ILC	214	8	1674	
ILC	536	4	1272	
ILC	881	1	1662	
ILC	430	1	1375	
ILC	461	11	1094	
ILC	495	6	1143	
ILC	286	14	1223	
ILC	970	8	1604	
ILC	96	7	1254	
ILC	784	3	1173	
ILC	763	2	932	
ILC	518	4	1283	
ILC	825	9	1348	
ILC	486	13	1367	
ILC	504	8	1641	
ILC	535	3	1130	
ILC	65	6	1502	
ILC	861	3	1444	
ILC	980	5	1696	
ILC	215	5	1661	
ILC	15	10	1070	
ILC	83	12	986	
ILC	928	1	1418	
ILC	838	11	940	
ILC	891	1	1385	
ILC	23	10	1384	
ILC	249	14	1605	
ILC	896	12	1524	
ILC	241	6	1366	
ILC	725	2	1656	
ILC	353	4	1203	
ILC	772	2	1521	
ILC	84	2	1566	
ILC	41	12	1147	
ILC	356	8	1631	
ILC	209	13	1178	
ILC	812	4	1540	
ILC	453	7	1318	
ILC	100	13	1643	
ILC	568	13	995	
ILC	79	11	1460	
ILC	676	2	1348	
ILC	597	4	1165	
ILC	666	10	1329	
ILC	88	3	1040	
ILC	86	2	1477	
ILC	631	12	984	
ILC	352	6	1371	
ILC	265	1	994	
ILC	633	14	1540	
ILC	388	7	1431	
ILC	545	5	1111	
ILC	904	4	1254	
ILC	676	13	1112	
ILC	854	6	1161	
ILC	330	5	1543	
ILC	127	4	1172	
ILC	210	2	1645	
ILC	477	10	1247	
ILC	606	2	1031	
ILC	321	10	1409	
ILC	257	5	1115	
ILC	622	4	1510	
ILC	500	4	1072	
ILC	651	4	1406	
ILC	430	9	1208	
ILC	764	5	1495	
ILC	747	7	1337	
ILC	270	9	1276	
ILC	712	4	1254	
ILC	80	5	1336	
ILC	731	6	1435	
ILC	780	10	1199	
ILC	105	2	1634	
ILC	807	3	1598	
ILC	258	3	1506	
ILC	977	13	983	
ILC	597	2	1005	
ILC	188	2	1093	
ILC	14	10	1613	
ILC	707	10	1637	
ILC	813	8	1512	
ILC	438	10	1107	
ILC	922	11	1210	
ILC	943	1	1539	
ILC	74	9	936	
ILC	641	11	1403	
ILC	774	8	1328	
ILC	962	14	1276	
ILC	839	7	944	
ILC	292	2	1357	
ILC	359	9	1453	
ILC	17	2	1570	
ILC	886	11	1518	
ILC	186	9	1289	
ILC	5	14	1044	
ILC	333	6	1679	
ILC	374	3	984	
ILC	873	10	1058	
ILC	102	4	1477	
ILC	208	4	1329	
ILC	991	11	1639	
ILC	464	14	1675	
ILC	125	10	938	
ILC	796	11	1054	
ILC	288	4	1150	
ILC	854	4	1184	
ILC	194	11	1058	
ILC	901	8	999	
ILC	166	8	1322	
ILC	999	8	1171	
ILC	549	1	1252	
ILC	906	8	1530	
ILC	230	12	1564	
ILC	877	4	1482	
ILC	75	14	1580	
ILC	332	8	1560	
ILC	290	11	1580	
ILC	723	11	965	
ILC	313	11	1135	
ILC	178	9	1030	
ILC	47	12	1534	
ILC	561	10	1326	
ILC	455	6	1349	
ILC	614	10	1270	
ILC	226	1	982	
ILC	11	7	1217	
ILC	22	5	1640	
ILC	913	11	1537	
ILC	277	2	1035	
ILC	213	11	986	
